Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
0;"0";"1000";"0";0;0;240;240;0;0.0;0.0
1;"467";"99";"29";159;14;297;325;28;13.017;19.0
2;"328";"186";"26";72;58;301;330;29;10.085;15.0
3;"357";"78";"26";72;58;316;345;29;10.085;15.0
4;"341";"39";"26";72;58;321;350;29;10.085;15.0
5;"468";"101";"29";14;159;326;358;32;14.293;21.0
6;"311";"152";"26";60;72;327;353;26;8.766;13.0
7;"329";"188";"26";58;72;333;363;30;9.946;14.0
8;"358";"80";"26";58;72;353;383;30;9.946;14.0
9;"312";"156";"26";72;58;356;385;29;10.085;15.0
10;"469";"103";"29";159;42;359;382;23;11.042;16.0
11;"330";"192";"26";72;58;371;400;29;10.085;15.0
12;"342";"41";"26";58;72;383;413;30;9.946;14.0
13;"359";"84";"26";72;58;388;417;29;10.085;15.0
14;"470";"108";"29";42;159;389;415;26;11.192;16.0
15;"313";"158";"26";58;72;393;423;30;9.946;14.0
16;"331";"194";"26";58;72;413;443;30;9.946;14.0
17;"343";"45";"26";72;58;416;445;29;10.085;15.0
18;"471";"110";"29";159;14;419;447;28;13.017;19.0
19;"360";"86";"26";58;72;425;455;30;9.946;14.0
20;"314";"162";"26";72;58;431;460;29;10.085;15.0
21;"332";"198";"26";72;58;446;475;29;10.085;15.0
22;"344";"47";"26";58;72;448;478;30;9.946;14.0
23;"472";"112";"29";14;159;453;485;32;14.293;21.0
24;"315";"164";"26";58;42;483;499;16;5.418;8.0
25;"473";"114";"29";159;42;489;512;23;11.042;16.0
26;"333";"200";"26";58;72;513;543;30;9.946;14.0
27;"474";"119";"29";42;159;554;580;26;11.192;16.0
28;"334";"204";"26";72;58;555;584;29;10.085;15.0
29;"475";"121";"29";159;14;584;612;28;13.017;19.0
30;"335";"206";"26";58;72;593;623;30;9.946;14.0
31;"476";"123";"29";14;42;618;627;9;3.786;5.0
32;"336";"209";"26";72;58;625;654;29;10.085;15.0
33;"337";"211";"26";58;42;663;679;16;5.418;8.0
34;"477";"128";"29";42;159;674;700;26;11.192;16.0
35;"347";"52";"26";72;58;690;719;29;10.085;15.0
36;"478";"130";"29";159;14;704;732;28;13.017;19.0
37;"348";"54";"26";58;72;726;756;30;9.946;14.0
38;"479";"132";"29";14;42;738;747;9;3.786;5.0
39;"349";"58";"26";72;58;760;789;29;10.085;15.0
40;"480";"137";"29";42;159;779;805;26;11.192;16.0
41;"350";"60";"26";58;72;796;826;30;9.946;14.0
42;"481";"139";"29";159;42;807;830;23;11.042;16.0
43;"261";"171";"26";72;58;815;844;29;10.085;15.0
44;"363";"91";"26";42;58;815;831;16;5.233;7.0
45;"318";"296";"26";72;58;830;859;29;10.085;15.0
46;"364";"93";"26";58;72;843;873;30;9.946;14.0
47;"482";"146";"29";42;159;844;870;26;11.192;16.0
48;"351";"65";"26";72;58;845;874;29;10.085;15.0
49;"262";"173";"26";58;72;851;881;30;9.946;14.0
50;"483";"148";"29";159;42;874;897;23;11.042;16.0
51;"365";"96";"26";72;58;875;904;29;10.085;15.0
52;"319";"298";"26";58;72;876;906;30;9.946;14.0
53;"484";"153";"29";42;159;904;930;26;11.192;16.0
54;"352";"67";"26";58;72;906;936;30;9.946;14.0
55;"263";"178";"26";72;58;910;939;29;10.085;15.0
56;"523";"324";"29";42;14;910;917;7;3.055;4.0
57;"524";"326";"29";14;42;918;927;9;3.786;5.0
58;"485";"155";"29";159;42;934;957;23;11.042;16.0
59;"320";"303";"26";72;58;935;964;29;10.085;15.0
60;"366";"98";"26";58;72;936;966;30;9.946;14.0
61;"486";"159";"29";42;159;964;990;26;11.192;16.0
62;"353";"72";"26";72;42;965;978;13;4.852;7.0
63;"264";"180";"26";58;72;966;996;30;9.946;14.0
64;"487";"161";"29";159;42;994;1017;23;11.042;16.0
65;"367";"103";"26";72;58;995;1024;29;10.085;15.0
66;"321";"305";"26";58;72;996;1026;30;9.946;14.0
67;"488";"165";"29";42;159;1024;1050;26;11.192;16.0
68;"368";"105";"26";58;72;1026;1056;30;9.946;14.0
69;"322";"309";"26";72;58;1030;1059;29;10.085;15.0
70;"489";"167";"29";159;14;1054;1082;28;13.017;19.0
71;"490";"169";"29";14;42;1083;1091;8;3.786;5.0
72;"369";"110";"26";72;42;1085;1098;13;4.852;7.0
73;"323";"311";"26";58;72;1086;1116;30;9.946;14.0
74;"491";"173";"29";42;159;1111;1134;23;11.192;16.0
75;"492";"175";"29";159;42;1154;1174;20;11.042;16.0
76;"493";"180";"29";42;14;1205;1212;7;3.055;4.0
77;"494";"182";"29";14;42;1213;1221;8;3.786;5.0
78;"495";"186";"29";42;159;1231;1254;23;11.192;16.0
79;"496";"188";"29";159;42;1259;1279;20;11.042;16.0
80;"497";"165";"26";42;58;1303;1315;12;5.233;7.0
81;"498";"167";"26";58;42;1326;1342;16;5.418;8.0
82;"499";"91";"29";42;159;1351;1374;23;11.192;16.0
83;"500";"93";"29";159;42;1375;1392;17;9.352;14.0
84;"0";"1000";"0";0;0;1680;1680;0;0.0;0.0
