Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
0;"0";"1000";"0";0;0;240;240;0;0.0;0.0
1;"218";"586";"22";11;160;295;326;31;12.247;18.0
2;"449";"126";"27";115;49;295;325;30;13.045;19.0
3;"2";"18";"20";92;160;297;321;24;10.486;15.0
4;"250";"72";"22";160;11;297;326;29;11.817;17.0
5;"467";"99";"29";159;14;297;325;28;13.017;19.0
6;"118";"482";"21";43;1;301;324;23;8.315;12.0
7;"328";"186";"26";72;58;301;330;29;10.085;15.0
8;"143";"497";"21";1;43;305;327;22;8.475;12.0
9;"16";"61";"31";42;66;306;320;14;6.49;9.0
10;"373";"596";"27";25;115;306;324;18;7.824;11.0
11;"163";"34";"22";160;11;308;337;29;11.817;17.0
12;"428";"106";"27";115;49;310;340;30;13.045;19.0
13;"47";"374";"21";1;45;315;338;23;8.913;13.0
14;"508";"4";"30";99;99;315;361;46;17.525;26.0
15;"84";"452";"21";43;1;316;339;23;8.315;12.0
16;"357";"78";"26";72;58;316;345;29;10.085;15.0
17;"182";"4";"22";11;160;320;350;30;12.247;18.0
18;"560";"78";"25";207;200;320;332;12;6.173;9.0
19;"341";"39";"26";72;58;321;350;29;10.085;15.0
20;"3";"21";"20";160;160;323;372;49;19.565;29.0
21;"269";"130";"22";42;160;323;340;17;6.906;10.0
22;"374";"598";"27";115;49;325;355;30;13.045;19.0
23;"33";"98";"20";92;160;326;350;24;10.486;15.0
24;"392";"192";"27";25;115;326;344;18;7.824;11.0
25;"468";"101";"29";14;159;326;358;32;14.293;21.0
26;"311";"152";"26";60;72;327;353;26;8.766;13.0
27;"450";"128";"27";49;115;327;359;32;13.498;20.0
28;"219";"588";"22";160;11;328;357;29;11.817;17.0
29;"251";"74";"22";11;160;329;359;30;12.247;18.0
30;"119";"484";"21";1;45;330;353;23;8.913;13.0
31;"289";"65";"35";207;202;330;347;17;8.852;13.0
32;"17";"63";"31";66;25;331;350;19;7.496;11.0
33;"144";"499";"21";43;1;331;354;23;8.315;12.0
34;"329";"188";"26";58;72;333;363;30;9.946;14.0
35;"528";"42";"31";42;66;336;350;14;6.49;9.0
36;"393";"194";"27";115;49;345;375;30;13.045;19.0
37;"429";"108";"27";49;115;347;379;32;13.498;20.0
38;"270";"132";"22";160;11;348;377;29;11.817;17.0
39;"164";"36";"22";11;160;350;380;30;12.247;18.0
40;"358";"80";"26";58;72;353;383;30;9.946;14.0
41;"312";"156";"26";72;58;356;385;29;10.085;15.0
42;"183";"6";"22";160;11;359;388;29;11.817;17.0
43;"469";"103";"29";159;42;359;382;23;11.042;16.0
44;"48";"376";"21";45;1;360;384;24;8.785;13.0
45;"451";"130";"27";115;49;360;390;30;13.045;19.0
46;"85";"454";"21";1;45;361;384;23;8.913;13.0
47;"375";"600";"27";49;115;362;394;32;13.498;20.0
48;"34";"101";"20";160;160;363;412;49;19.565;29.0
49;"220";"590";"22";11;160;365;395;30;12.247;18.0
50;"529";"44";"31";66;112;366;392;26;10.178;15.0
51;"252";"76";"22";160;11;367;396;29;11.817;17.0
52;"330";"192";"26";72;58;371;400;29;10.085;15.0
53;"120";"486";"21";45;1;375;399;24;8.785;13.0
54;"509";"7";"30";99;99;375;421;46;17.525;26.0
55;"145";"501";"21";1;45;378;401;23;8.913;13.0
56;"271";"134";"22";11;160;380;410;30;12.247;18.0
57;"430";"110";"27";115;49;380;410;30;13.045;19.0
58;"569";"4";"25";200;207;380;395;15;6.686;10.0
59;"394";"196";"27";49;115;382;414;32;13.498;20.0
60;"342";"41";"26";58;72;383;413;30;9.946;14.0
61;"580";"140";"35";207;289;385;402;17;9.176;13.0
62;"49";"378";"21";1;45;388;411;23;8.913;13.0
63;"165";"38";"22";160;11;388;417;29;11.817;17.0
64;"359";"84";"26";72;58;388;417;29;10.085;15.0
65;"470";"108";"29";42;159;389;415;26;11.192;16.0
66;"86";"456";"21";45;1;390;414;24;8.785;13.0
67;"184";"8";"22";11;160;390;420;30;12.247;18.0
68;"291";"162";"35";290;207;390;417;27;11.427;17.0
69;"4";"24";"20";160;160;393;442;49;19.565;29.0
70;"313";"158";"26";58;72;393;423;30;9.946;14.0
71;"376";"602";"27";115;25;395;415;20;8.612;12.0
72;"19";"68";"31";42;66;396;410;14;6.49;9.0
73;"452";"132";"27";49;115;397;429;32;13.498;20.0
74;"221";"592";"22";160;11;398;427;29;11.817;17.0
75;"121";"488";"21";1;45;405;428;23;8.913;13.0
76;"146";"503";"21";45;1;405;429;24;8.785;13.0
77;"581";"142";"35";289;207;405;429;24;10.081;15.0
78;"253";"78";"22";11;160;409;439;30;12.247;18.0
79;"272";"136";"22";160;11;413;442;29;11.817;17.0
80;"331";"194";"26";58;72;413;443;30;9.946;14.0
81;"395";"198";"27";115;49;415;445;30;13.045;19.0
82;"530";"46";"31";112;66;415;440;25;11.451;17.0
83;"343";"45";"26";72;58;416;445;29;10.085;15.0
84;"431";"112";"27";49;115;417;449;32;13.498;20.0
85;"471";"110";"29";159;14;419;447;28;13.017;19.0
86;"50";"380";"21";45;1;420;444;24;8.785;13.0
87;"87";"458";"21";1;45;420;443;23;8.913;13.0
88;"377";"606";"27";25;115;421;439;18;7.824;11.0
89;"35";"104";"20";160;160;423;472;49;19.565;29.0
90;"360";"86";"26";58;72;425;455;30;9.946;14.0
91;"20";"70";"31";66;42;426;442;16;6.709;10.0
92;"185";"10";"22";160;11;428;457;29;11.817;17.0
93;"166";"40";"22";11;160;430;460;30;12.247;18.0
94;"453";"134";"27";115;25;430;450;20;8.612;12.0
95;"314";"162";"26";72;58;431;460;29;10.085;15.0
96;"122";"490";"21";45;1;435;459;24;8.785;13.0
97;"147";"505";"21";1;45;435;458;23;8.913;13.0
98;"510";"10";"30";99;42;435;470;35;12.893;19.0
99;"222";"594";"22";11;160;440;470;30;12.247;18.0
100;"378";"608";"27";115;25;440;460;20;8.612;12.0
101;"5";"27";"20";160;75;445;473;28;10.787;16.0
102;"273";"138";"22";11;160;445;475;30;12.247;18.0
103;"332";"198";"26";72;58;446;475;29;10.085;15.0
104;"254";"80";"22";160;42;447;465;18;7.009;10.0
105;"344";"47";"26";58;72;448;478;30;9.946;14.0
106;"51";"382";"21";1;45;450;473;23;8.913;13.0
107;"88";"460";"21";45;1;450;474;24;8.785;13.0
108;"432";"114";"27";115;25;450;470;20;8.612;12.0
109;"531";"48";"31";66;112;451;477;26;10.178;15.0
110;"396";"200";"27";49;115;452;484;32;13.498;20.0
111;"472";"112";"29";14;159;453;485;32;14.293;21.0
112;"123";"492";"21";1;25;465;479;14;4.881;7.0
113;"148";"507";"21";45;1;465;489;24;8.785;13.0
114;"167";"42";"22";160;11;468;497;29;11.817;17.0
115;"52";"384";"21";45;25;480;491;11;4.15;6.0
116;"186";"12";"22";11;160;480;510;30;12.247;18.0
117;"36";"107";"20";160;160;483;532;49;19.565;29.0
118;"315";"164";"26";58;42;483;499;16;5.418;8.0
119;"89";"462";"21";1;43;485;507;22;8.475;12.0
120;"533";"453";"27";49;25;487;501;14;5.674;8.0
121;"473";"114";"29";159;42;489;512;23;11.042;16.0
122;"397";"202";"27";115;25;490;510;20;8.612;12.0
123;"433";"119";"27";25;115;496;514;18;7.824;11.0
124;"168";"44";"22";11;42;510;523;13;5.34;8.0
125;"223";"598";"22";160;11;513;542;29;11.817;17.0
126;"333";"200";"26";58;72;513;543;30;9.946;14.0
127;"534";"457";"27";25;49;515;525;10;4.433;6.0
128;"255";"124";"30";42;501;518;529;11;3.245;4.0
129;"149";"509";"21";1;25;520;534;14;4.881;7.0
130;"434";"121";"27";115;25;520;540;20;8.612;12.0
131;"90";"464";"21";43;4;521;542;21;7.481;11.0
132;"535";"459";"27";49;25;532;546;14;5.674;8.0
133;"37";"110";"20";160;37;533;545;12;4.921;7.0
134;"53";"388";"21";25;43;539;547;8;3.595;5.0
135;"256";"126";"30";501;99;540;564;24;9.565;14.0
136;"187";"16";"22";160;11;548;577;29;11.817;17.0
137;"224";"600";"22";11;160;550;580;30;12.247;18.0
138;"398";"207";"27";25;115;551;569;18;7.824;11.0
139;"474";"119";"29";42;159;554;580;26;11.192;16.0
140;"334";"204";"26";72;58;555;584;29;10.085;15.0
141;"23";"50";"20";230;160;557;566;9;4.919;7.0
142;"54";"390";"21";43;1;561;584;23;8.315;12.0
143;"91";"466";"21";4;43;562;582;20;7.603;11.0
144;"257";"129";"30";99;501;567;589;22;7.959;11.0
145;"24";"53";"20";160;160;568;617;49;19.565;29.0
146;"399";"209";"27";115;25;570;590;20;8.612;12.0
147;"475";"121";"29";159;14;584;612;28;13.017;19.0
148;"188";"18";"22";11;160;585;615;30;12.247;18.0
149;"225";"602";"22";160;11;588;617;29;11.817;17.0
150;"335";"206";"26";58;72;593;623;30;9.946;14.0
151;"258";"131";"30";501;42;600;613;13;4.934;7.0
152;"92";"468";"21";43;4;601;622;21;7.481;11.0
153;"400";"213";"27";25;115;601;619;18;7.824;11.0
154;"55";"392";"21";1;43;605;627;22;8.475;12.0
155;"189";"20";"22";160;11;618;647;29;11.817;17.0
156;"476";"123";"29";14;42;618;627;9;3.786;5.0
157;"226";"604";"22";11;160;620;650;30;12.247;18.0
158;"401";"215";"27";115;49;620;650;30;13.045;19.0
159;"336";"209";"26";72;58;625;654;29;10.085;15.0
160;"513";"14";"30";42;501;638;649;11;3.245;4.0
161;"56";"394";"21";43;1;641;664;23;8.315;12.0
