Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
0;"0";"1000";"0";0;0;240;240;0;0.0;0.0
1;"2";"18";"20";92;160;297;321;24;10.486;15.0
2;"467";"99";"29";159;14;297;325;28;13.017;19.0
3;"328";"186";"26";72;58;301;330;29;10.085;15.0
4;"508";"4";"30";99;99;315;361;46;17.525;26.0
5;"357";"78";"26";72;58;316;345;29;10.085;15.0
6;"341";"39";"26";72;58;321;350;29;10.085;15.0
7;"3";"21";"20";160;160;323;372;49;19.565;29.0
8;"33";"98";"20";92;160;326;350;24;10.486;15.0
9;"468";"101";"29";14;159;326;358;32;14.293;21.0
10;"311";"152";"26";60;72;327;353;26;8.766;13.0
11;"329";"188";"26";58;72;333;363;30;9.946;14.0
12;"358";"80";"26";58;72;353;383;30;9.946;14.0
13;"312";"156";"26";72;58;356;385;29;10.085;15.0
14;"469";"103";"29";159;42;359;382;23;11.042;16.0
15;"34";"101";"20";160;160;363;412;49;19.565;29.0
16;"330";"192";"26";72;58;371;400;29;10.085;15.0
17;"509";"7";"30";99;99;375;421;46;17.525;26.0
18;"342";"41";"26";58;72;383;413;30;9.946;14.0
19;"359";"84";"26";72;58;388;417;29;10.085;15.0
20;"470";"108";"29";42;159;389;415;26;11.192;16.0
21;"4";"24";"20";160;160;393;442;49;19.565;29.0
22;"313";"158";"26";58;72;393;423;30;9.946;14.0
23;"331";"194";"26";58;72;413;443;30;9.946;14.0
24;"343";"45";"26";72;58;416;445;29;10.085;15.0
25;"471";"110";"29";159;14;419;447;28;13.017;19.0
26;"35";"104";"20";160;160;423;472;49;19.565;29.0
27;"360";"86";"26";58;72;425;455;30;9.946;14.0
28;"314";"162";"26";72;58;431;460;29;10.085;15.0
29;"510";"10";"30";99;42;435;470;35;12.893;19.0
30;"5";"27";"20";160;75;445;473;28;10.787;16.0
31;"332";"198";"26";72;58;446;475;29;10.085;15.0
32;"344";"47";"26";58;72;448;478;30;9.946;14.0
33;"472";"112";"29";14;159;453;485;32;14.293;21.0
34;"36";"107";"20";160;160;483;532;49;19.565;29.0
35;"315";"164";"26";58;42;483;499;16;5.418;8.0
36;"473";"114";"29";159;42;489;512;23;11.042;16.0
37;"333";"200";"26";58;72;513;543;30;9.946;14.0
38;"255";"124";"30";42;501;518;529;11;3.245;4.0
39;"37";"110";"20";160;37;533;545;12;4.921;7.0
40;"256";"126";"30";501;99;540;564;24;9.565;14.0
41;"474";"119";"29";42;159;554;580;26;11.192;16.0
42;"334";"204";"26";72;58;555;584;29;10.085;15.0
43;"23";"50";"20";230;160;557;566;9;4.919;7.0
44;"257";"129";"30";99;501;567;589;22;7.959;11.0
45;"24";"53";"20";160;160;568;617;49;19.565;29.0
46;"475";"121";"29";159;14;584;612;28;13.017;19.0
47;"335";"206";"26";58;72;593;623;30;9.946;14.0
48;"258";"131";"30";501;42;600;613;13;4.934;7.0
49;"476";"123";"29";14;42;618;627;9;3.786;5.0
50;"336";"209";"26";72;58;625;654;29;10.085;15.0
51;"513";"14";"30";42;501;638;649;11;3.245;4.0
52;"25";"56";"20";160;160;643;692;49;19.565;29.0
53;"514";"16";"30";501;99;660;684;24;9.565;14.0
54;"337";"211";"26";58;42;663;679;16;5.418;8.0
55;"477";"128";"29";42;159;674;700;26;11.192;16.0
56;"515";"19";"30";99;501;687;709;22;7.959;11.0
57;"347";"52";"26";72;58;690;719;29;10.085;15.0
58;"26";"59";"20";160;160;703;752;49;19.565;29.0
59;"478";"130";"29";159;14;704;732;28;13.017;19.0
60;"516";"21";"30";501;42;720;733;13;4.934;7.0
61;"348";"54";"26";58;72;726;756;30;9.946;14.0
